"mcs150_date","add_date","status_code","dot_number","dun_bradstreet_no","phy_omc_region","safety_inv_terr","carrier_operation","business_org_id","mcs150_mileage","mcs150_mileage_year","mcs151_mileage","total_cars","mcs150_update_code_id","prior_revoke_flag","prior_revoke_dot_number","phone","fax","cell_phone","company_officer_1","company_officer_2","business_org_desc","truck_units","power_units","bus_units","fleetsize","review_id","recordable_crash_rate","mail_nationality_indicator","phy_nationality_indicator","phy_barrio","mail_barrio","carship","docket1prefix","docket1","docket2prefix","docket2","docket3prefix","docket3","pointnum","total_intrastate_drivers","mcsipstep","mcsipdate","hm_ind","interstate_beyond_100_miles","interstate_within_100_miles","intrastate_beyond_100_miles","intrastate_within_100_miles","total_cdl","total_drivers","avg_drivers_leased_per_month","classdef","legal_name","dba_name","phy_street","phy_city","phy_country","phy_state","phy_zip","phy_cnty","carrier_mailing_street","carrier_mailing_state","carrier_mailing_city","carrier_mailing_country","carrier_mailing_zip","carrier_mailing_cnty","carrier_mailing_und_date","driver_inter_total","email_address","review_type","review_date","safety_rating","safety_rating_date","undeliv_phy","crgo_genfreight","crgo_household","crgo_metalsheet","crgo_motoveh","crgo_drivetow","crgo_logpole","crgo_bldgmat","crgo_mobilehome","crgo_machlrg","crgo_produce","crgo_liqgas","crgo_intermodal","crgo_passengers","crgo_oilfield","crgo_livestock","crgo_grainfeed","crgo_coalcoke","crgo_meat","crgo_garbage","crgo_usmail","crgo_chem","crgo_drybulk","crgo_coldfood","crgo_beverages","crgo_paperprod","crgo_utility","crgo_farmsupp","crgo_construct","crgo_waterwell","crgo_cargoothr","crgo_cargoothr_desc","owntruck","owntract","owntrail","owncoach","ownschool_1_8","ownschool_9_15","ownschool_16","ownbus_16","ownvan_1_8","ownvan_9_15","ownlimo_1_8","ownlimo_9_15","ownlimo_16","trmtruck","trmtract","trmtrail","trmcoach","trmschool_1_8","trmschool_9_15","trmschool_16","trmbus_16","trmvan_1_8","trmvan_9_15","trmlimo_1_8","trmlimo_9_15","trmlimo_16","trptruck","trptract","trptrail","trpcoach","trpschool_1_8","trpschool_9_15","trpschool_16","trpbus_16","trpvan_1_8","trpvan_9_15","trplimo_1_8","trplimo_9_15","trplimo_16","docket1_status_code","docket2_status_code","docket3_status_code"
"20010312 0000","19870720","I","297473","828608349","04","N","A","3","0",,"350000",,"2",,,"6067898235",,,,,"CORPORATION","10","10","0","E",,,,,,,"C",,,,,,,,"4","99","20160111","N","0","0","0","4","4","4","0","PRIVATE PROPERTY","PRATT FOOD COMPANY INC",,"727 JEFFERSON AVE","PAINTSVILLE","US","KY","41240","115","727 JEFFERSON AVE","KY","PAINTSVILLE","US","41240","115","20030422",,,"S","19930817",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297474",,"04","N","A","3","0",,"0",,"3",,,"6065463560",,,,,"CORPORATION","3","3","0","B",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","LIFORD PRODUCE COMPANY",,"NEAR P O","HINKLE","US","KY","40953","121","NEAR P  O","KY","HINKLE","US","40953","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","2","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297475","2271930","03","H","A","3","0",,"460000",,"3",,,"2156767191",,,,,"CORPORATION","14","14","0","F",,,,,,,"C",,,,,,,,"0","99","20160111","N","0","15","0","0","0","15","0","PRIVATE PROPERTY","PENN PACKING CO",,"2300 E BUTLER ST","PHILADELPHIA","US","PA","19137-1012","101","2300 E BUTLER ST","PA","PHILADELPHIA","US","19137-1012","101","20030701",,,"S","19880301",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297476",,"04","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","HART COMPANY TRUCKING INC",,"BOX 88","HORSE CAVE","US","KY","42749","099","BOX 88","KY","HORSE CAVE","US","42749","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20030716 0000","19870720","I","297477","38902334","04","N","A","1","0",,"0",,"3",,,"5022470101",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,"1",,,,"1",,"PRIVATE PROPERTY","FRIENDLY MOTORS",,"945 STATE ROUTE 97","MAYFIELD","US","KY","42066-7312","083","945 STATE ROUTE 97","KY","MAYFIELD","US","42066-7312","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297478",,"04","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","PHILLIP ENGLISH",,"ROUTE 9","BENTON","US","KY","42025","157","ROUTE 9","KY","BENTON","US","42025","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20100902 0000","19870720","I","297479",,"04","N","A","3","1500","2004","0",,"3",,,"5024437544","2704433663","2709944410","J G CRAWFORD","BETTYE E CRAWFORD","CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160509","N","2",,,,"1","2",,"PRIVATE PROPERTY","J C CRAWFORD ENTERPRISES",,"1306 HIGH CONTENTE COURT","MAYFIELD","US","KY","42066","083","1306 HIGH CONTENTE COURT","KY","MAYFIELD","US","42066","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040929 0000","19870720","I","297480",,"04","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,"1",,,,"1",,"PRIVATE PROPERTY","WAYNE COOK",,"615 BRACKEN PRICES MILL RD","FRANKLIN","US","KY","42134-8512","213","615 BRACKEN PRICES MILL RD","KY","FRANKLIN","US","42134-8512","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297481",,"04","N","A","3","0",,"0",,"3",,,"5026372528",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","COUNTRY BOY WATER BEDS",,"1900 ARTHUR STREET","LOUISVILLE","US","KY","40217","111","1900 ARTHUR STREET","KY","LOUISVILLE","US","40217","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20151016 0000","19870721","I","297482",,"04","H","A","3","25000","2013",,,"1","N",,"6018335037","6018332051",,"JAY SULLIVAN",,"CORPORATION","5","5","0","C",,,,,,,"C",,,,,,,,"0","0","20140424","Y",,"5",,,"5","5","0","PRIVATE PROPERTY","SOUTHERN WELDING SUPPLY CO INC",,"676 INDUSTRIAL PARK RD","BROOKHAVEN","US","MS","39602-0714","085","P O BOX 714","MS","BROOKHAVEN","US","39602-0714","085",,,"jeff.campbell@airgas.com","C","20100420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GASES IN CYLINDERS","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297483",,"01","O","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","DONATELLO FROZEN FOODS INC",,"BOX 1670 70 BRIDGE ST","GROTON","US","CT","06340","011","BOX 1670 70 BRIDGE ST","CT","GROTON","US","06340","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297484",,"06","L","A","3","0",,"0",,"3",,,"5018243656",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","2","0","0","0","0","2","0","PRIVATE PROPERTY","FARM TRAN INC",,"RT 1 BOX 44","SUMMERS","US","AR","72769","143","RT 1 BOX 44","AR","SUMMERS","US","72769","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297485",,"04","H","A","1","0",,"0",,"3",,,"6019837706",,,,,"INDIVIDUAL","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","C W BROWN",,"RT  1  BOX 37A","PITTSBORO","US","MS","38959","013","RT  1  BOX 37A","MS","PITTSBORO","US","38959","013","20040521",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020613 0000","19870721","I","297486","35462662","06","L","A","3","0",,"2000",,"2",,,"5013292984",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","LOVELESS TRACTOR CO INC",,"812 MERRIMAN ST","CONWAY","US","AR","72032-4436","045","812 MERRIMAN ST","AR","CONWAY","US","72032-4436","045","20040907",,,"C","19910731",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FARM EQUIPMENT",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20250820 1424","19870721","A","297487",,"04","H","A","3","49262","2024",,,"2","N",,"6622874805","8884566641","6628085415","MIKE PITTMAN","TERESA PITTMAN","CORPORATION","5","5","0","C",,,,,,,"C","MC","1265054","MC","370670",,,,"0","0","20180517","Y","0","7","0","0","7","7","0","PRIVATE PROPERTY;AUTHORIZED FOR HIRE","MICHAEL PITTMAN CONSTRUCTION CO INC",,"509 PINECREST RD","CORINTH","US","MS","38834","003","509 PINECREST RD","MS","CORINTH","US","38834","003",,"7","pittmanconstruction.office@gmail.com",,,,,,,,"X",,,"X",,,"X",,,,,,,,,,,,,,,,,,"X","X",,,,"3","2","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A","I",
"20251017 1503","19870721","A","297488",,"06","L","C","1","75000","2025",,,"1","N",,"8709266487","8702390161","8709266487","JAMIE CLINE",,"INDIVIDUAL","1","1","0","A",,,,,,,"C","MC","566578",,,,,,"1","0","20201007","N",,"0","1","0",,"1","0","AUTHORIZED FOR HIRE","JAMIE CLINE","JAMIE CLINE TRUCKING","3504 TERRELL COVE","BONO","US","AR","72416","031","3504 TERRELL COVE","AR","BONO","US","72416","031",,"0",,,,,,,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I",,
"20240709 1428","19870721","A","297489",,"06","L","A","1","83762","2023",,,"3","N",,"8708952667",,"5019401241","MIKE CARPENTER",,"INDIVIDUAL","2","2","0","B",,,,,,,"C","MC","482905",,,,,,"0",,,"N","2","0","0","0","2","2","0","AUTHORIZED FOR HIRE","MIKE CARPENTER","SALEM PIPE & STEEL","220 PINE MEADOW LANE","SALEM","US","AR","72576","049","PO BOX 305","AR","SALEM","US","72576","049",,"2","sp_s72576@yahoo.com",,,,,,,,"X",,,,,,"X",,,,,,,,,,,,,,,,,,,,,"X","RAILROAD TANK CAR CULVERTS; SALVAGE MATERIAL",,"2","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20011012 0000","19870721","I","297490",,"10","B","A","1","0",,"55000",,"1",,,"5097656559",,,,,"INDIVIDUAL","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","0","2","0","0","2","2","0","EXEMPT FOR HIRE","ED GARZA TRUCKING",,"2309 TEXAS","MOSES LAKE","US","WA","98837","025","2309 TEXAS","WA","MOSES LAKE","US","98837","025",,,,"S","19930728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20140310 0000","19870721","I","297491",,"10","B","A","1","66000","2013","0",,"3","N",,"5096784621","5094530244",,"FERN D STAPLETON",,"INDIVIDUAL","1","1","0","A",,,,,,,"C","MC","198414",,,,,,"0","99","20170901","N","2","0","0","0","2","2","0","AUTHORIZED FOR HIRE;EXEMPT FOR HIRE","FERN D STAPLETON",,"18841  SUMMITVIEW ROAD","TIETON","US","WA","98947","077","P O BOX 2187","WA","YAKIMA","US","98907","077","20170630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870721","I","297492",,"04","F","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","JAMES A GALLOWAY",,"CARRIER CEASED OPER","DARLINGTON","US","SC","29532","031","RT 4 BOX 404","SC","DARLINGTON","US","29532","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010523 0000","19870721","I","297493","39514112","10","B","A","3","0",,"0",,"2",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"OTHER-APPLYING FOR MC","M C ENTERPRISES",,"9318 STATE AVE","MARYSVILLE","US","WA","98270-2204","061","P O BOX 7068","WA","EVERETT","US","98201-0068","061","20030417",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED",,"1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297494","77475713","01","A","A","3","0",,"0",,"3",,,"2078335516",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N","0","1","0","0","0","1","0","PRIVATE PROPERTY","INTERSTATE LOBSTER INC",,"ASH POINT","SOUTH HARPSWELL","US","ME","04079","005","P O BOX 269","ME","SOUTH HARPSWELL","US","04079-0269","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297495",,"10","B","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C","MC","190358",,,,,,"0",,,"N",,,,,,,,"OTHER-APPLYING FOR MC","LEWIS KENWORHTY",,"39313 - 308TH AVENUE S E","ENUMCLAW","US","WA","98022","033","39313 - 308TH AVENUE S E","WA","ENUMCLAW","US","98022","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870721","I","297496",,"01","B","A","3","0",,"0",,"3",,,"9028754744",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","G & G FISHERIES LTD",,"TRANSPORT BY BLUEWATER-341514","SHELBOURNE","CA","NS","999999","000","P O BOX 1098","NS","SHELBOURNE","CA",,"000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297497",,"10","B","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","11","11","0","E",,,,,,,"C","MC","197287",,,,,,"0",,,"N",,,,,,,,"OTHER-UNKNOWN","BLUE EAGLE FREIGHT LINES",,"2156 48TH AVE  C7","FIFE","US","WA","98424","053","2156 48TH AVE  C7","WA","FIFE","US","98424","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,"2",,,,,,,,,,,"4",,"8",,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20251007 1314","19870721","A","297498","149934952","01","A","A","3","863767","2024",,,"1","N",,"6032310316","8665239722","6032310316","CHRIS LUCARELLE","R. THOMAS JACQUES","CORPORATION","33","33","0","L",,,,,,,"C",,,,,,,"P","0",,,"N","0","30","0","0","30","30","0","EXEMPT FOR HIRE","WASTE MANAGEMENT OF MAINE INC","W M PORTLAND MAINE","2000 FOREST AVE","PORTLAND","US","ME","04103-1004","005","2000 FOREST AVE","ME","PORTLAND","US","04103-1004","005",,"30","tjacques@wm.com","C","20090116","S","20090122",,,,,,,,,,,,,,,,,,,,"X",,,,,,,,,,,,,"33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20151124 0000","19870721","I","297499",,"01","B","A","3","10000","2008","0",,"1","N",,"5067521903",,,"DONALD MILLS",,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","0","20151120","N","0","1","0","0","0","1","0","PRIVATE PROPERTY","NORTHERN CLAM LTD",,"162 NARROWS RD","WELSHPOOL","CA","NB","E5E 1B4","000","162 NARROWS RD","NB","WELSHPOOL","CA","E5E 1B4","000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297500",,"01","L","A","3","0",,"0",,"3",,,"6176822439",,,,,"CORPORATION","3","3","0","B",,,,,,,"C",,,,,,,,"0",,,"N","0","3","0","0","0","3","0","OTHER-APPLYING FOR MC","F J BEELEY & SONS INC",,"31 GARFIELD ST","LAWRENCE","US","MA","01843","009","63 HOWE ST","MA","METHUEN","US","01844-3240","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297501",,"03","H","A","2","0",,"2860000",,"3",,,"2156398880",,,,,"PARTNERSHIP","20","20","0","I",,,,,,,"C",,,,,,,,"0",,,"N","0","13","0","0","0","13","0","PRIVATE PROPERTY","WICKLOW BALFORD FARMS CO","WICKLOW FROZEN DESERTS CO","620 CENTER AVE","BENSALEM","US","PA","19020","107","620 CENTER AVE","PA","BENSALEM","US","19020","107",,,,"C","19870408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20020325 0000","19870721","I","297502",,"01","N","A","3","0",,"150000",,"2",,,"2032342517",,,,,"CORPORATION","2","2","0","B",,,,,,,"C",,,,,,,,"0","99","20141027","N","0","2","0","0","0","2","0","OTHER-APPLYING FOR MC","AMERICAN TRANSPORTATION CO INC",,"29 MONTOWESE AVE","NORTH HAVEN","US","CT","06473","009","P O BOX 2008","CT","NORTH HAVEN","US","06473-3616","009","20040323",,,"S","19890728",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,
"20220322 1419","19870721","I","297504","23869423","01","O","A","3","31000","2015",,,"1","N",,"8606671065","8606673030",,"FRED J. VIGGIANO","LAURIE DO","CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20241205","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","COMPONENT TECHNOLOGIES INC",,"68 HOLMES RD","NEWINGTON","US","CT","06111-1708","003","68 HOLMES RD","CT","NEWINGTON","US","06111-1708","003",,,"COMPONENTTECHNOLOGIES@YAHOO.COM","S","19880427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20240507 0956","19870721","A","297505","105994651","01",,"B","3","1245000","2023",,,"3","N",,"2034887929","2034886625","2034100385","ROBERT SACHS","GREG FERRARO","CORPORATION","44","47","0","N",,,,,,,"C",,,,,,,,"40",,,"Y",,,"40","0","40","40","0","PRIVATE PROPERTY","CHERRY HILL CONST INC",,"51 CIRO ROAD","NORTH BRANFORD","US","CT","06471-1521","009","51 CIRO ROAD","CT","NORTH BRANFORD","US","06471-1521","009",,"0","greg@cherryhillinc.com",,,,,,,,,,,,"X",,"X",,,,,,,,,,"X",,,,,,,,,"X",,,,"35","9","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297506",,"01","O","A","3","0",,"480000",,"3",,,"2036327450",,,,,"CORPORATION","23","23","0","I",,,,,,,"C",,,,,,,,"0",,,"N","0","9","0","0","0","9","0","PRIVATE PROPERTY","CHARTER MARKETING INC","NEW ENGLAND PETROLEUM DIST","64 OAKLAND AVE","EAST HARTFORD","US","CT","06108","003","64 OAKLAND AVE","CT","EAST HARTFORD","US","06108","003",,,,"S","19890613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19","9",,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20231018 0859","19870721","A","297507",,"01","O","A","3","825","2022",,,"3","N",,"8603760038",,,"RICHARD H CAMPBELL",,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0","0","20160914","N","1","0","0","0","1","1","0","PRIVATE PROPERTY","RICHARD H CAMPBELL","CAMPBELL CROOKED BROOK FARM","92 CAMPBELL RD","GRISWOLD","US","CT","06351","011","92 CAMPBELL RD","CT","GRISWOLD","US","06351","011",,"1",,,,,,,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,"X",,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297508","161866223","01","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","EDWIN N CADY","EAST COAST BARN BLDRS","GENERAL DELIVERY","ROXBURY","US","CT","06783","005","GENERAL DELIVERY","CT","ROXBURY","US","06783","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297509",,"01","O","A","1","0",,"20000",,"3",,,"2037497279",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0","99","20160111","N","1","0","0","0","0","1","0","PRIVATE PROPERTY","ROBERT G BRASSARD",,"122 WATCHANG RD","SOMERS","US","CT","06071","013","122 WATCHANG RD","CT","SOMERS","US","06071","013","20041005",,,"S","19901023",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FERTILIZER",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20220217 0000","19870721","I","297510","47705744","01","O","A","3","239455","2020",,,"1","N",,"8604901900","8602960421","8604901900","LARRY A SUSSMAN","ROCCO PICCIRILLO","CORPORATION","12","12","0","F",,,,,,,"C;S",,,,,,,,"0",,,"Y","3","10","0","0","5","13","0","PRIVATE PROPERTY","BEAUTY ENTERPRISES INC",,"150 MEADOW STREET","HARTFORD","US","CT","06114","003","150 MEADOW STREET","CT","HARTFORD","US","06114","003",,,"larry@beautyent.net","S","19890914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HEALTH & BEAUTY AIDS","1","1","4",,,,,,,,,,,"8","2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20111110 1035","19870721","I","297511","144932183","01","O","A","3","740000","2009",,,"3","N",,"8605289981","8605281843",,"DONALD GRIESDORN","ROBERT ORENSTEIN","CORPORATION","1","1","0","A",,,,,,,"C","MC","248921",,,,,,"2","99","20160111","N","0","2","0","2","0","4","0","PRIVATE PROPERTY;AUTHORIZED FOR HIRE","B K M ENTERPRISES INC",,"300 EAST RIVER DRIVE","EAST HARTFORD","US","CT","06108","003","300 EAST RIVER DRIVE","CT","EAST HARTFORD","US","06108","003",,,"JFUTTNER@BKM.COM","C","19891016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FURNITURE",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870721","I","297512",,"01","O","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","AM AXELROD & SON INC",,"PO BOX 62","EAST WINDSOR","US","CT","06088","003","PO BOX 62","CT","EAST WINDSOR","US","06088","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297513",,"04","L","A","1","0",,"0",,"3",,,"9018294318",,,,,"INDIVIDUAL","2","2","0","B",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","JOHN NESLER",,"5950 STEWART RD","ARLINGTON","US","TN","38002","157","5950 STEWART RD","TN","ARLINGTON","US","38002","157","20110322",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297514","34772186","04","L","A","1","0",,"17160",,"3",,,"9019421771",,,,,"INDIVIDUAL","4","4","0","C",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","J & J REFRIGERATION AND SCRAP METAL",,"235 N PARKWAY","MEMPHIS","US","TN","38105-2727","157","235 N PARKWAY","TN","MEMPHIS","US","38105-2727","157","20030605",,,"S","19880822",,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED",,"2","6",,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,
,"19870721","I","297515",,"01","N","A","3","0",,"0",,"3",,,"2032391632",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","ASSOCIATED FURNITURE FREIGHTWAYS CO",,"99 STODDARD AVE","NO  HAVEN","US","CT","06473","009","99 STODDARD AVE","CT","NO  HAVEN","US","06473","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870721","I","297516",,"01","N","A","3","0",,"0",,"3",,,"2037965000",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","AUTOMATION INDUSTRIES INC",,"SHELTER ROCK RD","DANBURY","US","CT","999999","001","SHELTER ROCK RD","CT","DANBURY","US",,"001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
